animals,baby,bird,car,clouds,dog,female,flower,food,indoor,lake,male,mean_auc,model,night,people,plant,portrait,river,sea,sky,structures,sunset,transport,tree,water
0.819594979286,0.305358171463,0.633429825306,0.617590844631,0.767915427685,0.847184181213,0.769278049469,0.789023458958,0.780976593494,0.838818192482,0.512224078178,0.709116458893,0.736531436443,benchmark,0.632135629654,0.918993830681,0.881016910076,0.863867759705,0.512746393681,0.74887996912,0.902108728886,0.901737034321,0.623273134232,0.701758921146,0.773099660873,0.8266248703
0.815315783024,0.359834134579,0.622383475304,0.588885307312,0.766115188599,0.870987653732,0.766641557217,0.797645270824,0.773830771446,0.851794183254,0.469673454762,0.714892268181,0.738046884537,benchmark-Adam1e-3,0.636577665806,0.922386050224,0.87486410141,0.880337655544,0.557432353497,0.737718522549,0.900649428368,0.903940081596,0.609032988548,0.697454094887,0.763539850712,0.831192374229
0.848070859909,0.313096940517,0.680624544621,0.611775994301,0.762036204338,0.902922987938,0.775717020035,0.801130831242,0.789047420025,0.827364742756,0.506660938263,0.736871480942,0.745048522949,2hidden-500,0.662521719933,0.933827400208,0.881531357765,0.88090467453,0.518832325935,0.734173536301,0.905245304108,0.900451302528,0.605673670769,0.714263141155,0.765527129173,0.822893261909
0.844442725182,0.295369744301,0.679458975792,0.634692430496,0.761951386929,0.870109319687,0.784281134605,0.814212203026,0.78019875288,0.838283121586,0.530842959881,0.730335354805,0.750835895538,2hidden-1000,0.665579080582,0.93212556839,0.875515162945,0.865607619286,0.571144759655,0.788766860962,0.898039937019,0.912679433823,0.630309343338,0.72620421648,0.745456039906,0.844454824924
0.840088129044,0.296061515808,0.674100875854,0.640638232231,0.769204854965,0.850360691547,0.780359625816,0.798720657825,0.797567367554,0.836341738701,0.5019723773,0.71818870306,0.744176149368,1hidden-500,0.647972106934,0.923812747002,0.87980723381,0.871519088745,0.501134753227,0.770565390587,0.906836509705,0.903959214687,0.641575098038,0.706743359566,0.766369402409,0.836327075958
0.855741381645,0.331542491913,0.682919204235,0.629929542542,0.755912601948,0.907185196877,0.786888897419,0.789669394493,0.790360331535,0.844472527504,0.480383753777,0.733861327171,0.748765468597,1hidden-1000,0.653337776661,0.934367775917,0.879679441452,0.887967228889,0.53651869297,0.736098945141,0.907093167305,0.91223192215,0.628427326679,0.719785869122,0.758048772812,0.827946424484
0.858297228813,0.332429587841,0.671339869499,0.663579285145,0.762090206146,0.911663532257,0.785237431526,0.80168312788,0.804797887802,0.844155550003,0.515364527702,0.737596809864,0.751863658428,1hidden-1500,0.666866719723,0.931839346886,0.872307658195,0.876087844372,0.51652854681,0.746376812458,0.905430555344,0.908921957016,0.611703813076,0.729881644249,0.761441230774,0.82910656929
0.858264029026,0.290338277817,0.692293047905,0.656869709492,0.785319030285,0.864516615868,0.785034954548,0.795777261257,0.803784608841,0.838962316513,0.515456974506,0.725170433521,0.750415027142,1hidden-1500-Adam1e-3,0.656121313572,0.924106478691,0.884223341942,0.878463447094,0.50340539217,0.767131686211,0.905997693539,0.908009946346,0.62362575531,0.729052484035,0.777376830578,0.840659022331
0.847495853901,0.318642288446,0.670316755772,0.618936181068,0.769649028778,0.878942608833,0.78282058239,0.828403353691,0.774362444878,0.837371587753,0.520005345345,0.752379238605,0.753941237926,1hidden-1500-Adam5e-4,0.652112841606,0.933652222157,0.884439170361,0.877692580223,0.553311765194,0.796785414219,0.904303491116,0.912228286266,0.634943127632,0.722866773605,0.764772474766,0.858155608177
0.818749845028,0.302845925093,0.620574533939,0.608515620232,0.733735442162,0.866509616375,0.773585140705,0.814907729626,0.760316729546,0.839123904705,0.505994439125,0.736046075821,0.739118754864,benchmark-Adam5e-4,0.618886172771,0.927504360676,0.879084348679,0.867739915848,0.575716555119,0.790536224842,0.893887221813,0.9084597826,0.604991734028,0.705149888992,0.743732988834,0.842254698277
